GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AGP001,AGP002,AGV001,AGV002
"G1302550","1860","Georgia","130","Spalding","2550","Spalding","44","2550",54453,57792,989600,45589
"G1302590","1860","Georgia","130","Stewart","2590","Stewart","44","2590",145982,136905,2502959,123214
"G1302610","1860","Georgia","130","Sumter","2610","Sumter","44","2610",102327,160742,2319466,126202
"G1302630","1860","Georgia","130","Talbot","2630","Talbot","44","2630",132933,108912,1957372,88197
"G1302650","1860","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",40255,64452,661670,26141
"G1302670","1860","Georgia","130","Tattnall","2670","Tattnall","44","2670",22646,491024,305905,26762
"G1302690","1860","Georgia","130","Taylor","2690","Taylor","44","2690",47705,119778,1078678,40513
"G1302710","1860","Georgia","130","Telfair","2710","Telfair","44","2710",18852,139025,295795,14092
"G1302730","1860","Georgia","130","Terrell","2730","Terrell","44","2730",51395,97169,1202955,39443
"G1302750","1860","Georgia","130","Thomas","2750","Thomas","44","2750",74423,152018,1530540,75757
"G1302810","1860","Georgia","130","Towns","2810","Towns","44","2810",13235,49673,260662,2797
"G1302850","1860","Georgia","130","Troup","2850","Troup","44","2850",146245,113526,2196064,92230
"G1302890","1860","Georgia","130","Twiggs","2890","Twiggs","44","2890",102527,129882,1535777,48074
"G1302910","1860","Georgia","130","Union","2910","Union","44","2910",21076,100567,352560,18221
"G1302930","1860","Georgia","130","Upson","2930","Upson","44","2930",97729,97363,1413869,68447
"G1302950","1860","Georgia","130","Walker","2950","Walker","44","2950",57173,133365,1469831,59124
"G1302970","1860","Georgia","130","Walton","2970","Walton","44","2970",123342,120759,1342409,51476
"G1302990","1860","Georgia","130","Ware","2990","Ware","44","2990",9097,197075,381571,10014
"G1303010","1860","Georgia","130","Warren","3010","Warren","44","3010",94598,109927,1525824,56568
"G1303030","1860","Georgia","130","Washington","3030","Washington","44","3030",145798,279666,2358562,100892
"G1303050","1860","Georgia","130","Wayne","3050","Wayne","44","3050",6892,127252,145633,8491
"G1303070","1860","Georgia","130","Webster","3070","Webster","44","3070",45239,76915,852642,39384
"G1303110","1860","Georgia","130","White","3110","White","44","3110",15000,65105,326872,16827
"G1303130","1860","Georgia","130","Whitfield","3130","Whitfield","44","3130",45042,110165,1546585,49977
"G1303150","1860","Georgia","130","Wilcox","3150","Wilcox","44","3150",13806,127862,285977,16066
"G1303170","1860","Georgia","130","Wilkes","3170","Wilkes","44","3170",130185,161428,1601158,71517
"G1303190","1860","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",94373,154706,1974014,72025
"G1303210","1860","Georgia","130","Worth","3210","Worth","44","3210",21980,116414,527872,18054
"G1700010","1860","Illinois","170","Adams","0010","ADAMS","21","10",205106,136143,9228170,268950
"G1700030","1860","Illinois","170","Alexander","0030","Alexander","21","30",9593,22869,305710,21890
"G1700050","1860","Illinois","170","Bond","0050","Bond","21","50",86010,66426,1689845,62704
"G1700070","1860","Illinois","170","Boone","0070","Boone","21","70",139173,26443,3085040,216629
"G1700090","1860","Illinois","170","Brown","0090","Brown","21","90",62376,71879,2084951,88263
"G1700110","1860","Illinois","170","Bureau","0110","Bureau","21","110",283433,73927,8557220,342940
"G1700130","1860","Illinois","170","Calhoun","0130","Calhoun","21","130",19811,48824,669390,38750
"G1700150","1860","Illinois","170","Carroll","0150","Carroll","21","150",118655,71016,2843417,135852
"G1700170","1860","Illinois","170","Cass","0170","Cass","21","170",104041,92224,4260382,139213
"G1700190","1860","Illinois","170","Champaign","0190","Champaign","21","190",169610,77196,5013180,164352
"G1700210","1860","Illinois","170","Christian","0210","Christian","21","210",133266,54098,2632005,131484
"G1700230","1860","Illinois","170","Clark","0230","Clark","21","230",89462,102374,2507566,111682
"G1700250","1860","Illinois","170","Clay","0250","Clay","21","250",105974,116655,2745904,110469
"G1700270","1860","Illinois","170","Clinton","0270","Clinton","21","270",111879,88899,4073548,160203
"G1700290","1860","Illinois","170","Coles","0290","Coles","21","290",125387,87571,4112628,134243
"G1700310","1860","Illinois","170","Cook","0310","Cook","21","310",267927,70623,10005774,394693
"G1700330","1860","Illinois","170","Crawford","0330","Crawford","21","330",64805,75140,1742235,78143
"G1700350","1860","Illinois","170","Cumberland","0350","Cumberland","21","350",38757,39612,1063700,40418
"G1700370","1860","Illinois","170","DeKalb","0370","De Kalb","21","370",266218,16847,5596102,350739
"G1700390","1860","Illinois","170","De Witt","0390","De Witt","21","390",116063,44793,3526751,170068
"G1700410","1860","Illinois","170","Douglas","0410","Douglas","21","410",94923,53483,2384660,82807
"G1700430","1860","Illinois","170","Dupage","0430","Du Page","21","430",155207,51154,5128274,204110
"G1700450","1860","Illinois","170","Edgar","0450","Edgar","21","450",208811,96199,5662398,225892
"G1700470","1860","Illinois","170","Edwards","0470","Edwards","21","470",37065,50068,968015,56777
"G1700490","1860","Illinois","170","Effingham","0490","Effingham","21","490",52219,70642,1415593,62178
"G1700510","1860","Illinois","170","Fayette","0510","Fayette","21","510",80563,114598,1824588,75829
"G1700530","1860","Illinois","170","Ford","0530","Ford","21","530",16155,16436,466616,10183
"G1700550","1860","Illinois","170","Franklin","0550","Franklin","21","550",56028,130362,1567095,71725
"G1700570","1860","Illinois","170","Fulton","0570","Fulton","21","570",223193,132604,8358867,343659
"G1700590","1860","Illinois","170","Gallatin","0590","Gallatin","21","590",37879,78672,1348915,47979
"G1700610","1860","Illinois","170","Greene","0610","Greene","21","610",141034,118896,4606965,160737
"G1700630","1860","Illinois","170","Grundy","0630","Grundy","21","630",132971,11609,2573250,99931
"G1700650","1860","Illinois","170","Hamilton","0650","Hamilton","21","650",46614,112495,1233170,45087
"G1700670","1860","Illinois","170","Hancock","0670","Hancock","21","670",212336,120842,7065584,262703
"G1700690","1860","Illinois","170","Hardin","0690","Hardin","21","690",17993,45281,442910,17651
"G1700710","1860","Illinois","170","Henderson","0710","Henderson","21","710",108469,72022,3334410,144642
"G1700730","1860","Illinois","170","Henry","0730","Henry","21","730",200078,47763,5274000,246864
"G1700750","1860","Illinois","170","Iroquois","0750","Iroquois","21","750",142731,81474,3035168,130865
"G1700770","1860","Illinois","170","Jackson","0770","Jackson","21","770",43027,87914,1602730,70839
"G1700790","1860","Illinois","170","Jasper","0790","Jasper","21","790",70145,110919,1997452,96510
"G1700810","1860","Illinois","170","Jefferson","0810","Jefferson","21","810",91094,115049,1892813,109359
"G1700830","1860","Illinois","170","Jersey","0830","Jersey","21","830",95944,64205,3534524,191330
"G1700850","1860","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",119993,136917,4761240,223103
"G1700870","1860","Illinois","170","Johnson","0870","Johnson","21","870",42406,111906,1070845,51961
"G1700890","1860","Illinois","170","Kane","0890","Kane","21","890",222586,68491,7799711,331679
"G1700910","1860","Illinois","170","Kankakee","0910","Kankakee","21","910",142074,48463,3738297,184789
"G1700930","1860","Illinois","170","Kendall","0930","Kendall","21","930",186107,13815,4955320,317527
"G1700950","1860","Illinois","170","Knox","0950","Knox","21","950",248884,88782,6996699,320648
"G1700970","1860","Illinois","170","Lake","0970","La Salle","21","970",164745,44842,4881604,209113
"G1700990","1860","Illinois","170","La Salle","0990","Lake","21","990",240463,18542,7715294,264495
"G1701010","1860","Illinois","170","Lawrence","1010","Lawrence","21","1010",64352,86538,1898935,92365
"G1701030","1860","Illinois","170","Lee","1030","Lee","21","1030",152472,79779,4860834,257286
"G1701050","1860","Illinois","170","Livingston","1050","Livingston","21","1050",110738,9493,3430450,125098
"G1701070","1860","Illinois","170","Logan","1070","Logan","21","1070",191035,50322,4889350,206093
"G1701090","1860","Illinois","170","McDonough","1090","Mcdonough","21","1090",164291,83132,4360424,163487
"G1701110","1860","Illinois","170","McHenry","1110","Mchenry","21","1110",184885,116665,6753880,299702
"G1701130","1860","Illinois","170","McLean","1130","Mclean","21","1130",333427,86095,8258690,298586
"G1701150","1860","Illinois","170","Macon","1150","Macon","21","1150",130240,37652,4336640,198850
"G1701170","1860","Illinois","170","Macoupin","1170","Macoupin","21","1170",233613,142848,6481325,293692
"G1701190","1860","Illinois","170","Madison","1190","Madison","21","1190",167039,96816,6052957,248059
"G1701210","1860","Illinois","170","Marion","1210","Marion","21","1210",97592,80941,3054215,82342
"G1701230","1860","Illinois","170","Marshall","1230","Marshall","21","1230",132746,26840,4238975,199762
"G1701250","1860","Illinois","170","Mason","1250","Mason","21","1250",119435,63611,3029529,215869
"G1701270","1860","Illinois","170","Massac","1270","Massac","21","1270",25914,57521,689940,47005
"G1701290","1860","Illinois","170","Menard","1290","Menard","21","1290",104231,49545,3466631,141786
"G1701310","1860","Illinois","170","Mercer","1310","Mercer","21","1310",149535,95484,4751115,234282
"G1701330","1860","Illinois","170","Monroe","1330","Monroe","21","1330",76526,110566,3005870,138451
"G1701350","1860","Illinois","170","Montgomery","1350","Montgomery","21","1350",127484,78187,3336107,168461
"G1701370","1860","Illinois","170","Morgan","1370","Morgan","21","1370",202838,80236,9019910,237832
"G1701390","1860","Illinois","170","Moultrie","1390","Moultrie","21","1390",71467,31974,1854963,73844
"G1701410","1860","Illinois","170","Ogle","1410","Ogle","21","1410",260190,103019,8226291,388471
"G1701430","1860","Illinois","170","Peoria","1430","Peoria","21","1430",173557,34612,6812219,314944
"G1701450","1860","Illinois","170","Perry","1450","Perry","21","1450",62799,77929,2256945,106188
"G1701470","1860","Illinois","170","Piatt","1470","Piatt","21","1470",97511,40074,2744850,68852
"G1701490","1860","Illinois","170","Pike","1490","Pike","21","1490",172816,143135,6570936,237939
"G1701510","1860","Illinois","170","Pope","1510","Pope","21","1510",30100,83518,720814,36089
"G1701530","1860","Illinois","170","Pulaski","1530","Pulaski","21","1530",10395,22795,317939,14382
"G1701550","1860","Illinois","170","Putnam","1550","Putnam","21","1550",50038,20019,1882336,69817
"G1701570","1860","Illinois","170","Randolph","1570","Randolph","21","1570",96070,162020,3345607,157073
"G1701590","1860","Illinois","170","Richland","1590","Richland","21","1590",45630,48216,1454060,54053
"G1701610","1860","Illinois","170","Rock Island","1610","Rock Island","21","1610",110593,59715,3757900,175750
"G1701630","1860","Illinois","170","St Clair","1630","St Clair","21","1630",196735,120954,10721968,490737
"G1701650","1860","Illinois","170","Saline","1650","Saline","21","1650",46150,111521,1243220,45815
"G1701670","1860","Illinois","170","Sangamon","1670","Sangamon","21","1670",314271,65241,11866486,307108
"G1701690","1860","Illinois","170","Schuyler","1690","Schuyler","21","1690",74066,92582,2670885,93882
"G1701710","1860","Illinois","170","Scott","1710","Scott","21","1710",66641,47031,2649477,88387
"G1701730","1860","Illinois","170","Shelby","1730","Shelby","21","1730",141537,118309,4224487,153112
"G1701750","1860","Illinois","170","Stark","1750","Stark","21","1750",125214,21728,2979105,175337
"G1701770","1860","Illinois","170","Stephenson","1770","Stephenson","21","1770",209756,88275,7016265,306046
"G1701790","1860","Illinois","170","Tazewell","1790","Tazewell","21","1790",215266,112429,7198430,352047
"G1701810","1860","Illinois","170","Union","1810","Union","21","1810",53880,86280,1789223,93448
"G1701830","1860","Illinois","170","Vermilion","1830","Vermilion","21","1830",247167,136428,6900813,221026
"G1701850","1860","Illinois","170","Wabash","1850","Wabash","21","1850",37083,43603,1259800,63550
"G1701870","1860","Illinois","170","Warren","1870","Warren","21","1870",188161,77395,6448857,243640
"G1701890","1860","Illinois","170","Washington","1890","Washington","21","1890",129689,106154,3806752,171206
"G1701910","1860","Illinois","170","Wayne","1910","Wayne","21","1910",67194,90508,1577743,68384
"G1701930","1860","Illinois","170","White","1930","White","21","1930",72503,126472,2267274,86945
"G1701950","1860","Illinois","170","Whiteside","1950","Whiteside","21","1950",161602,114140,5308231,292047
"G1701970","1860","Illinois","170","Will","1970","Will","21","1970",243086,50889,6824080,258066
"G1701990","1860","Illinois","170","Williamson","1990","Williamson","21","1990",63796,132605,1812527,83697
"G1702010","1860","Illinois","170","Winnebago","2010","Winnebago","21","2010",194646,49115,6451329,279331
"G1702030","1860","Illinois","170","Woodford","2030","Woodford","21","2030",149089,66605,4685920,192594
"G1800010","1860","Indiana","180","Adams","0010","Adams","22","10",48359,60202,1657480,69645
"G1800030","1860","Indiana","180","Allen","0030","Allen","22","30",108675,147908,5270388,107248
"G1800050","1860","Indiana","180","Bartholomew","0050","Bartholomew","22","50",111093,103861,5632880,133186
"G1800070","1860","Indiana","180","Benton","0070","Benton","22","70",15649,31342,1211466,12184
"G1800090","1860","Indiana","180","Blackford","0090","Blackford","22","90",20376,34229,757340,19596
"G1800110","1860","Indiana","180","Boone","0110","Boone","22","110",92835,119086,4563114,133143
"G1800130","1860","Indiana","180","Brown","0130","Brown","22","130",33791,77391,900783,37314
"G1800150","1860","Indiana","180","Carroll","0150","Carroll","22","150",84502,94436,4413332,185996
"G1800170","1860","Indiana","180","Cass","0170","Cass","22","170",81005,101626,4433050,135276
"G1800190","1860","Indiana","180","Clark","0190","Clark","22","190",91793,87503,4388631,110103
"G1800210","1860","Indiana","180","Clay","0210","Clay","22","210",64719,88131,2469134,86681
"G1800230","1860","Indiana","180","Clinton","0230","Clinton","22","230",87388,113003,4595945,103624
"G1800250","1860","Indiana","180","Crawford","0250","Crawford","22","250",41813,99203,954283,41769
"G1800270","1860","Indiana","180","Daviess","0270","Daviess","22","270",99400,119963,2792551,111190
"G1800290","1860","Indiana","180","Dearborn","0290","Dearborn","22","290",102198,82658,5457900,169843
"G1800310","1860","Indiana","180","Decatur","0310","Decatur","22","310",123973,68377,6656198,174496
"G1800330","1860","Indiana","180","DeKalb","0330","De Kalb","22","330",66656,85271,2980858,86313
"G1800350","1860","Indiana","180","Delaware","0350","Delaware","22","350",97449,105560,5044006,147646
