GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADQ001,ADZ001,AD9001,AE6001,AE6002,AE6003
"G3901110","1850","Ohio","390","Monroe","1110","Monroe","24","1110",28351,0,0,28282,69,0
"G3901130","1850","Ohio","390","Montgomery","1130","Montgomery","24","1130",38218,10977,0,37969,249,0
"G3901150","1850","Ohio","390","Morgan","1150","Morgan","24","1150",28585,0,0,28495,90,0
"G3901170","1850","Ohio","390","Morrow","1170","Morrow","24","1170",20280,0,0,20262,18,0
"G3901190","1850","Ohio","390","Muskingum","1190","Muskingum","24","1190",45049,7929,0,44418,631,0
"G3901230","1850","Ohio","390","Ottawa","1230","Ottawa","24","1230",3308,0,0,3307,1,0
"G3901250","1850","Ohio","390","Paulding","1250","Paulding","24","1250",1766,0,0,1765,1,0
"G3901270","1850","Ohio","390","Perry","1270","Perry","24","1270",20775,0,0,20746,29,0
"G3901290","1850","Ohio","390","Pickaway","1290","Pickaway","24","1290",21006,3411,0,20594,412,0
"G3901310","1850","Ohio","390","Pike","1310","Pike","24","1310",10953,0,0,10335,618,0
"G3901330","1850","Ohio","390","Portage","1330","Portage","24","1330",24419,0,0,24361,58,0
"G3901350","1850","Ohio","390","Preble","1350","Preble","24","1350",21736,0,0,21659,77,0
"G3901370","1850","Ohio","390","Putnam","1370","Putnam","24","1370",7221,0,0,7210,11,0
"G3901390","1850","Ohio","390","Richland","1390","Richland","24","1390",30879,3557,0,30812,67,0
"G3901410","1850","Ohio","390","Ross","1410","Ross","24","1410",32074,7100,0,30168,1906,0
"G3901430","1850","Ohio","390","Sandusky","1430","Sandusky","24","1430",14305,0,0,14258,47,0
"G3901450","1850","Ohio","390","Scioto","1450","Scioto","24","1450",18428,4011,0,18217,211,0
"G3901470","1850","Ohio","390","Seneca","1470","Seneca","24","1470",27104,2718,0,26953,151,0
"G3901490","1850","Ohio","390","Shelby","1490","Shelby","24","1490",13958,0,0,13551,407,0
"G3901510","1850","Ohio","390","Stark","1510","Stark","24","1510",39878,2603,0,39719,159,0
"G3901530","1850","Ohio","390","Summit","1530","Summit","24","1530",27485,3266,0,27364,121,0
"G3901550","1850","Ohio","390","Trumbull","1550","Trumbull","24","1550",30490,0,0,30425,65,0
"G3901570","1850","Ohio","390","Tuscarawas","1570","Tuscarawas","24","1570",31761,0,0,31672,89,0
"G3901590","1850","Ohio","390","Union","1590","Union","24","1590",12204,0,0,12076,128,0
"G3901610","1850","Ohio","390","Van Wert","1610","Van Wert","24","1610",4793,0,0,4746,47,0
"G3901630","1850","Ohio","390","Vinton","1630","Vinton","24","1630",9353,0,0,9246,107,0
"G3901650","1850","Ohio","390","Warren","1650","Warren","24","1650",25560,0,0,24958,602,0
"G3901670","1850","Ohio","390","Washington","1670","Washington","24","1670",29540,3175,0,29150,390,0
"G3901690","1850","Ohio","390","Wayne","1690","Wayne","24","1690",32981,2797,0,32953,28,0
"G3901710","1850","Ohio","390","Williams","1710","Williams","24","1710",8018,0,0,8018,0,0
"G3901730","1850","Ohio","390","Wood","1730","Wood","24","1730",9157,0,0,9139,18,0
"G3901750","1850","Ohio","390","Wyandot","1750","Wyandot","24","1750",11194,0,0,11145,49,0
"G4130015","1850","Oregon Territory","413","Benton","0015","Benton","72","30",814,0,0,810,4,0
"G4130035","1850","Oregon Territory","413","Clackamas","0035","Clackamas","72","50",1859,0,0,1836,23,0
"G4130055","1850","Oregon Territory","413","Clark","0055","Clark","72","2110",643,0,0,592,51,0
"G4130075","1850","Oregon Territory","413","Clatsop","0075","Clatsop","72","70",462,0,0,458,4,0
"G4130095","1850","Oregon Territory","413","Lewis","0095","Lewis","72","2410",558,0,0,457,101,0
"G4130115","1850","Oregon Territory","413","Linn","0115","Linn","72","430",994,0,0,994,0,0
"G4130135","1850","Oregon Territory","413","Marion","0135","Marion","72","470",2749,0,0,2740,9,0
"G4130155","1850","Oregon Territory","413","Polk","0155","Polk","72","530",1051,0,0,1046,5,0
"G4130175","1850","Oregon Territory","413","Washington","0175","Washington","72","670",2652,0,0,2643,9,0
"G4130195","1850","Oregon Territory","413","Yamhill","0195","Yamhill","72","710",1512,0,0,1511,1,0
"G4200010","1850","Pennsylvania","420","Adams","0010","Adams","14","10",25981,0,0,25426,555,0
"G4200030","1850","Pennsylvania","420","Allegheny","0030","Allegheny","14","30",138290,71595,46601,134859,3431,0
"G4200050","1850","Pennsylvania","420","Armstrong","0050","Armstrong","14","50",29560,0,0,29431,129,0
"G4200070","1850","Pennsylvania","420","Beaver","0070","Beaver","14","70",26689,0,0,26444,245,0
"G4200090","1850","Pennsylvania","420","Bedford","0090","Bedford","14","90",23052,0,0,22637,415,0
"G4200110","1850","Pennsylvania","420","Berks","0110","Berks","14","110",77129,15743,0,76579,550,0
"G4200130","1850","Pennsylvania","420","Blair","0130","Blair","14","130",21777,0,0,21517,260,0
"G4200150","1850","Pennsylvania","420","Bradford","0150","Bradford","14","150",42831,0,0,42634,197,0
"G4200170","1850","Pennsylvania","420","Bucks","0170","Bucks","14","170",56091,2570,0,54369,1722,0
"G4200190","1850","Pennsylvania","420","Butler","0190","Butler","14","190",30346,0,0,30262,84,0
"G4200210","1850","Pennsylvania","420","Cambria","0210","Cambria","14","210",17773,0,0,17645,128,0
"G4200250","1850","Pennsylvania","420","Carbon","0250","Carbon","14","250",15686,2557,0,15656,30,0
"G4200270","1850","Pennsylvania","420","Centre","0270","Centre","14","270",23355,0,0,23112,243,0
"G4200290","1850","Pennsylvania","420","Chester","0290","Chester","14","290",66438,5842,0,61215,5223,0
"G4200310","1850","Pennsylvania","420","Clarion","0310","Clarion","14","310",23565,0,0,23448,117,0
"G4200330","1850","Pennsylvania","420","Clearfield","0330","Clearfield","14","330",12586,0,0,12482,104,0
"G4200350","1850","Pennsylvania","420","Clinton","0350","Clinton","14","350",11207,0,0,11055,152,0
"G4200370","1850","Pennsylvania","420","Columbia","0370","Columbia","14","370",17710,0,0,17607,103,0
"G4200390","1850","Pennsylvania","420","Crawford","0390","Crawford","14","390",37849,2578,0,37750,99,0
"G4200410","1850","Pennsylvania","420","Cumberland","0410","Cumberland","14","410",34327,4581,0,33370,957,0
"G4200430","1850","Pennsylvania","420","Dauphin","0430","Dauphin","14","430",35754,7834,0,34476,1278,0
"G4200450","1850","Pennsylvania","420","Delaware","0450","Delaware","14","450",24679,0,0,23122,1557,0
"G4200470","1850","Pennsylvania","420","Elk","0470","Elk","14","470",3531,0,0,3529,2,0
"G4200490","1850","Pennsylvania","420","Erie","0490","Erie","14","490",38742,5858,0,38593,149,0
"G4200510","1850","Pennsylvania","420","Fayette","0510","Fayette","14","510",39112,0,0,37443,1669,0
"G4200550","1850","Pennsylvania","420","Franklin","0550","Franklin","14","550",39904,3335,0,37956,1948,0
"G4200570","1850","Pennsylvania","420","Fulton","0570","Fulton","14","570",7567,0,0,7474,93,0
"G4200590","1850","Pennsylvania","420","Greene","0590","Greene","14","590",22136,0,0,21660,476,0
"G4200610","1850","Pennsylvania","420","Huntingdon","0610","Huntingdon","14","610",24786,0,0,24451,335,0
"G4200630","1850","Pennsylvania","420","Indiana","0630","Indiana","14","630",27170,0,0,26916,254,0
"G4200650","1850","Pennsylvania","420","Jefferson","0650","Jefferson","14","650",13518,0,0,13424,94,0
"G4200670","1850","Pennsylvania","420","Juniata","0670","Juniata","14","670",13029,0,0,12898,131,0
"G4200710","1850","Pennsylvania","420","Lancaster","0710","Lancaster","14","710",98944,16509,0,95330,3614,0
"G4200730","1850","Pennsylvania","420","Lawrence","0730","Lawrence","14","730",21079,0,0,20947,132,0
"G4200750","1850","Pennsylvania","420","Lebanon","0750","Lebanon","14","750",26071,0,0,25985,86,0
"G4200770","1850","Pennsylvania","420","Lehigh","0770","Lehigh","14","770",32479,3779,0,32431,48,0
"G4200790","1850","Pennsylvania","420","Luzerne","0790","Luzerne","14","790",56072,7668,0,55699,373,0
"G4200810","1850","Pennsylvania","420","Lycoming","0810","Lycoming","14","810",26257,0,0,25890,367,0
"G4200830","1850","Pennsylvania","420","McKean","0830","Mckean","14","830",5254,0,0,5218,36,0
"G4200850","1850","Pennsylvania","420","Mercer","0850","Mercer","14","850",33172,0,0,32881,291,0
"G4200870","1850","Pennsylvania","420","Mifflin","0870","Mifflin","14","870",14980,2733,0,14570,410,0
"G4200890","1850","Pennsylvania","420","Monroe","0890","Monroe","14","890",13270,0,0,13170,100,0
"G4200910","1850","Pennsylvania","420","Montgomery","0910","Montgomery","14","910",58291,6024,0,57434,857,0
"G4200930","1850","Pennsylvania","420","Montour","0930","Montour","14","930",13239,3302,0,13155,84,0
"G4200950","1850","Pennsylvania","420","Northampton","0950","Northampton","14","950",40235,7250,0,40099,136,0
"G4200970","1850","Pennsylvania","420","Northumberland","0970","Northumberland","14","970",23272,0,0,23180,92,0
"G4200990","1850","Pennsylvania","420","Perry","0990","Perry","14","990",20088,0,0,19953,135,0
"G4201010","1850","Pennsylvania","420","Philadelphia","1010","Philadelphia","14","1010",408762,351825,340045,389001,19761,0
"G4201030","1850","Pennsylvania","420","Pike","1030","Pike","14","1030",5881,0,0,5692,189,0
"G4201050","1850","Pennsylvania","420","Potter","1050","Potter","14","1050",6048,0,0,6042,6,0
"G4201070","1850","Pennsylvania","420","Schuylkill","1070","Schuylkill","14","1070",60713,13546,0,60305,408,0
"G4201110","1850","Pennsylvania","420","Somerset","1110","Somerset","14","1110",24416,0,0,24317,99,0
"G4201130","1850","Pennsylvania","420","Sullivan","1130","Sullivan","14","1130",3694,0,0,3683,11,0
"G4201150","1850","Pennsylvania","420","Susquehanna","1150","Susquehanna","14","1150",28688,0,0,28528,160,0
"G4201170","1850","Pennsylvania","420","Tioga","1170","Tioga","14","1170",23987,0,0,23889,98,0
"G4201190","1850","Pennsylvania","420","Union","1190","Union","14","1190",26083,0,0,25982,101,0
"G4201210","1850","Pennsylvania","420","Venango","1210","Venango","14","1210",18310,0,0,18270,40,0
"G4201230","1850","Pennsylvania","420","Warren","1230","Warren","14","1230",13671,0,0,13593,78,0
"G4201250","1850","Pennsylvania","420","Washington","1250","Washington","14","1250",44939,2662,0,43380,1559,0
"G4201270","1850","Pennsylvania","420","Wayne","1270","Wayne","14","1270",21890,0,0,21841,49,0
"G4201290","1850","Pennsylvania","420","Westmoreland","1290","Westmoreland","14","1290",51726,0,0,51280,446,0
"G4201310","1850","Pennsylvania","420","Wyoming","1310","Wyoming","14","1310",10655,0,0,10650,5,0
"G4201330","1850","Pennsylvania","420","York","1330","York","14","1330",57450,6863,0,56325,1125,0
"G4400010","1850","Rhode Island","440","Bristol","0010","Bristol","5","10",8514,4616,0,8203,311,0
"G4400030","1850","Rhode Island","440","Kent","0030","Kent","5","30",15068,7740,0,14839,229,0
"G4400050","1850","Rhode Island","440","Newport","0050","Newport","5","50",20007,9563,0,19225,782,0
"G4400070","1850","Rhode Island","440","Providence","0070","Providence","5","70",87526,60165,41513,85708,1818,0
"G4400090","1850","Rhode Island","440","Washington","0090","Washington","5","90",16430,0,0,15900,530,0
"G4500010","1850","South Carolina","450","Abbeville","0010","Abbeville","48","10",32318,0,0,12699,357,19262
"G4500070","1850","South Carolina","450","Anderson","0070","Anderson","48","70",21475,0,0,13867,94,7514
"G4500110","1850","South Carolina","450","Barnwell","0110","Barnwell","48","110",26608,0,0,12289,311,14008
"G4500130","1850","South Carolina","450","Beaufort","0130","Beaufort","48","130",38805,0,0,5947,579,32279
"G4500190","1850","South Carolina","450","Charleston","0190","Charleston","48","190",72805,42985,42985,24580,3849,44376
"G4500230","1850","South Carolina","450","Chester","0230","Chester","48","230",18038,0,0,8003,148,9887
"G4500250","1850","South Carolina","450","Chesterfield","0250","Chesterfield","48","250",10790,0,0,6678,218,3894
"G4500290","1850","South Carolina","450","Colleton","0290","Colleton","48","290",39505,0,0,7403,331,31771
"G4500310","1850","South Carolina","450","Darlington","0310","Darlington","48","310",16831,0,0,6747,43,10041
"G4500370","1850","South Carolina","450","Edgefield","0370","Edgefield","48","370",39262,0,0,16252,285,22725
"G4500390","1850","South Carolina","450","Fairfield","0390","Fairfield","48","390",21404,0,0,7068,90,14246
"G4500430","1850","South Carolina","450","Georgetown","0430","Georgetown","48","430",20647,0,0,2193,201,18253
"G4500450","1850","South Carolina","450","Greenville","0450","Greenville","48","450",20156,0,0,13370,95,6691
"G4500510","1850","South Carolina","450","Horry","0510","Horry","48","510",7646,0,0,5522,49,2075
"G4500550","1850","South Carolina","450","Kershaw","0550","Kershaw","48","550",14473,0,0,4681,214,9578
"G4500570","1850","South Carolina","450","Lancaster","0570","Lancaster","48","570",10988,0,0,5857,117,5014
"G4500590","1850","South Carolina","450","Laurens","0590","Laurens","48","590",23407,0,0,11370,84,11953
"G4500630","1850","South Carolina","450","Lexington","0630","Lexington","48","630",12930,0,0,7350,23,5557
"G4500670","1850","South Carolina","450","Marion","0670","Marion","48","670",17407,0,0,9781,106,7520
"G4500690","1850","South Carolina","450","Marlboro","0690","Marlboro","48","690",10789,0,0,5033,156,5600
"G4500710","1850","South Carolina","450","Newberry","0710","Newberry","48","710",20143,0,0,7242,213,12688
"G4500750","1850","South Carolina","450","Orangeburg","0750","Orangeburg","48","750",23582,0,0,8120,78,15384
"G4500770","1850","South Carolina","450","Pickens","0770","Pickens","48","770",16904,0,0,13105,120,3679
"G4500790","1850","South Carolina","450","Richland","0790","Richland","48","790",20243,6060,0,6764,501,12978
"G4500830","1850","South Carolina","450","Spartanburg","0830","Spartanburg","48","830",26400,0,0,18311,50,8039
"G4500850","1850","South Carolina","450","Sumter","0850","Sumter","48","850",33220,0,0,9813,342,23065
"G4500870","1850","South Carolina","450","Union","0870","Union","48","870",19851,0,0,9317,142,10392
"G4500890","1850","South Carolina","450","Williamsburg","0890","Williamsburg","48","890",12447,0,0,3902,37,8508
"G4500910","1850","South Carolina","450","York","0910","York","48","910",19433,0,0,11299,127,8007
"G4700010","1850","Tennessee","470","Anderson","0010","Anderson","54","10",6938,0,0,6391,41,506
"G4700030","1850","Tennessee","470","Bedford","0030","Bedford","54","30",21511,0,0,15937,72,5502
"G4700050","1850","Tennessee","470","Benton","0050","Benton","54","50",6315,0,0,5931,21,363
"G4700070","1850","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",5959,0,0,5036,96,827
"G4700090","1850","Tennessee","470","Blount","0090","Blount","54","90",12424,0,0,11213,127,1084
"G4700110","1850","Tennessee","470","Bradley","0110","Bradley","54","110",12259,0,0,11478,37,744
"G4700130","1850","Tennessee","470","Campbell","0130","Campbell","54","130",6068,0,0,5651,99,318
"G4700150","1850","Tennessee","470","Cannon","0150","Cannon","54","150",8982,0,0,8115,24,843
"G4700170","1850","Tennessee","470","Carroll","0170","Carroll","54","170",15967,0,0,12815,17,3135
"G4700190","1850","Tennessee","470","Carter","0190","Carter","54","190",6296,0,0,5911,32,353
"G4700250","1850","Tennessee","470","Claiborne","0250","Claiborne","54","250",9369,0,0,8610,99,660
"G4700290","1850","Tennessee","470","Cocke","0290","Cocke","54","290",8300,0,0,7501,80,719
"G4700310","1850","Tennessee","470","Coffee","0310","Coffee","54","310",8351,0,0,7074,10,1267
"G4700370","1850","Tennessee","470","Davidson","0370","Davidson","54","370",38882,10165,0,23853,854,14175
"G4700390","1850","Tennessee","470","Decatur","0390","Decatur","54","390",6003,0,0,5263,17,723
"G4700410","1850","Tennessee","470","DeKalb","0410","De Kalb","54","410",8016,0,0,7331,17,668
"G4700430","1850","Tennessee","470","Dickson","0430","Dickson","54","430",8404,0,0,6285,1,2118
"G4700450","1850","Tennessee","470","Dyer","0450","Dyer","54","450",6361,0,0,4884,9,1468
"G4700470","1850","Tennessee","470","Fayette","0470","Fayette","54","470",26719,0,0,11416,39,15264
"G4700490","1850","Tennessee","470","Fentress","0490","Fentress","54","490",4454,0,0,4305,1,148
"G4700510","1850","Tennessee","470","Franklin","0510","Franklin","54","510",13768,0,0,10085,60,3623
"G4700530","1850","Tennessee","470","Gibson","0530","Gibson","54","530",19548,0,0,15286,68,4194
"G4700550","1850","Tennessee","470","Giles","0550","Giles","54","550",25949,0,0,16518,73,9358
"G4700570","1850","Tennessee","470","Grainger","0570","Grainger","54","570",12370,0,0,11170,165,1035
"G4700590","1850","Tennessee","470","Greene","0590","Greene","54","590",17824,0,0,16526,205,1093
"G4700610","1850","Tennessee","470","Grundy","0610","Grundy","54","610",2773,0,0,2522,15,236
"G4700650","1850","Tennessee","470","Hamilton","0650","Hamilton","54","650",10075,0,0,9216,187,672
"G4700670","1850","Tennessee","470","Hancock","0670","Hancock","54","670",5660,0,0,5447,11,202
"G4700690","1850","Tennessee","470","Hardeman","0690","Hardeman","54","690",17456,0,0,10308,40,7108
"G4700710","1850","Tennessee","470","Hardin","0710","Hardin","54","710",10328,0,0,9040,31,1257
"G4700730","1850","Tennessee","470","Hawkins","0730","Hawkins","54","730",13370,0,0,11567,113,1690
"G4700750","1850","Tennessee","470","Haywood","0750","Haywood","54","750",17259,0,0,8711,50,8498
"G4700770","1850","Tennessee","470","Henderson","0770","Henderson","54","770",13164,0,0,10570,2,2592
"G4700790","1850","Tennessee","470","Henry","0790","Henry","54","790",18233,0,0,13387,25,4821
"G4700810","1850","Tennessee","470","Hickman","0810","Hickman","54","810",9397,0,0,7559,22,1816
"G4700850","1850","Tennessee","470","Humphreys","0850","Humphreys","54","850",6422,0,0,5304,21,1097
"G4700870","1850","Tennessee","470","Jackson","0870","Jackson","54","870",15673,0,0,14000,115,1558
"G4700890","1850","Tennessee","470","Jefferson","0890","Jefferson","54","890",13204,0,0,11458,118,1628
"G4700910","1850","Tennessee","470","Johnson","0910","Johnson","54","910",3705,0,0,3485,14,206
"G4700930","1850","Tennessee","470","Knox","0930","Knox","54","930",18807,0,0,16385,229,2193
"G4700970","1850","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",5169,0,0,3397,6,1766
"G4700990","1850","Tennessee","470","Lawrence","0990","Lawrence","54","990",9280,0,0,8094,24,1162
"G4701010","1850","Tennessee","470","Lewis","1010","Lewis","54","1010",4438,0,0,3694,8,736
"G4701030","1850","Tennessee","470","Lincoln","1030","Lincoln","54","1030",23492,0,0,17802,69,5621
"G4701070","1850","Tennessee","470","McMinn","1070","Mcminn","54","1070",13906,0,0,12286,52,1568
"G4701090","1850","Tennessee","470","McNairy","1090","Mcnairy","54","1090",12864,0,0,11447,24,1393
"G4701110","1850","Tennessee","470","Macon","1110","Macon","54","1110",6948,0,0,6122,60,766
"G4701130","1850","Tennessee","470","Madison","1130","Madison","54","1130",21470,0,0,12857,61,8552
"G4701150","1850","Tennessee","470","Marion","1150","Marion","54","1150",6314,0,0,5718,45,551
"G4701170","1850","Tennessee","470","Marshall","1170","Marshall","54","1170",15616,0,0,11915,67,3634
"G4701190","1850","Tennessee","470","Maury","1190","Maury","54","1190",29520,2977,0,16759,91,12670
"G4701210","1850","Tennessee","470","Meigs","1210","Meigs","54","1210",4879,0,0,4480,4,395
"G4701230","1850","Tennessee","470","Monroe","1230","Monroe","54","1230",11874,0,0,10623,63,1188
"G4701250","1850","Tennessee","470","Montgomery","1250","Montgomery","54","1250",21045,0,0,11900,74,9071
"G4701290","1850","Tennessee","470","Morgan","1290","Morgan","54","1290",3430,0,0,3301,28,101
"G4701310","1850","Tennessee","470","Obion","1310","Obion","54","1310",7633,0,0,6572,4,1057
"G4701330","1850","Tennessee","470","Overton","1330","Overton","54","1330",11211,0,0,10088,58,1065
"G4701350","1850","Tennessee","470","Perry","1350","Perry","54","1350",5821,0,0,5503,5,313
"G4701390","1850","Tennessee","470","Polk","1390","Polk","54","1390",6338,0,0,5884,54,400
"G4701430","1850","Tennessee","470","Rhea","1430","Rhea","54","1430",4415,0,0,3951,28,436
"G4701450","1850","Tennessee","470","Roane","1450","Roane","54","1450",12185,0,0,10525,116,1544
"G4701470","1850","Tennessee","470","Robertson","1470","Robertson","54","1470",16145,0,0,11503,26,4616
"G4701490","1850","Tennessee","470","Rutherford","1490","Rutherford","54","1490",29122,0,0,16910,234,11978
"G4701510","1850","Tennessee","470","Scott","1510","Scott","54","1510",1905,0,0,1868,0,37
"G4701550","1850","Tennessee","470","Sevier","1550","Sevier","54","1550",6920,0,0,6450,67,403
"G4701570","1850","Tennessee","470","Shelby","1570","Shelby","54","1570",31157,8841,0,16579,218,14360
"G4701590","1850","Tennessee","470","Smith","1590","Smith","54","1590",18412,0,0,13709,186,4517
"G4701610","1850","Tennessee","470","Stewart","1610","Stewart","54","1610",9719,0,0,7017,127,2575
"G4701630","1850","Tennessee","470","Sullivan","1630","Sullivan","54","1630",11742,0,0,10603,135,1004
"G4701650","1850","Tennessee","470","Sumner","1650","Sumner","54","1650",22717,0,0,14487,224,8006
"G4701670","1850","Tennessee","470","Tipton","1670","Tipton","54","1670",8887,0,0,4673,22,4192
"G4701750","1850","Tennessee","470","Van Buren","1750","Van Buren","54","1750",2674,0,0,2481,18,175
"G4701770","1850","Tennessee","470","Warren","1770","Warren","54","1770",10179,0,0,8386,83,1710
"G4701790","1850","Tennessee","470","Washington","1790","Washington","54","1790",13861,0,0,12671,260,930
"G4701810","1850","Tennessee","470","Wayne","1810","Wayne","54","1810",8170,0,0,7232,8,930
"G4701830","1850","Tennessee","470","Weakley","1830","Weakley","54","1830",14608,0,0,11525,13,3070
"G4701850","1850","Tennessee","470","White","1850","White","54","1850",11444,0,0,10101,129,1214
"G4701870","1850","Tennessee","470","Williamson","1870","Williamson","54","1870",27201,0,0,14266,71,12864
"G4701890","1850","Tennessee","470","Wilson","1890","Wilson","54","1890",27443,0,0,19913,403,7127
"G4800010","1850","Texas","480","Anderson","0010","Anderson","49","10",2884,0,0,2284,0,600
"G4800050","1850","Texas","480","Angelina","0050","Angelina","49","50",1165,0,0,945,24,196
"G4800150","1850","Texas","480","Austin","0150","Austin","49","150",3841,0,0,2286,6,1549
"G4800210","1850","Texas","480","Bastrop","0210","Bastrop","49","210",3099,0,0,2180,0,919
"G4800290","1850","Texas","480","Bexar","0290","Bexar","49","290",6052,3488,0,5633,30,389
"G4800370","1850","Texas","480","Bowie","0370","Bowie","49","370",2912,0,0,1271,0,1641
"G4800390","1850","Texas","480","Brazoria","0390","Brazoria","49","390",4841,0,0,1329,5,3507
"G4800410","1850","Texas","480","Brazos","0410","Brazos","49","410",614,0,0,466,0,148
"G4800510","1850","Texas","480","Burleson","0510","Burleson","49","510",1713,0,0,1213,0,500
"G4800550","1850","Texas","480","Caldwell","0550","Caldwell","49","550",1329,0,0,1054,1,274
"G4800570","1850","Texas","480","Calhoun","0570","Calhoun","49","570",1110,0,0,867,9,234
"G4800610","1850","Texas","480","Cameron","0610","Cameron","49","615",8541,0,0,8469,19,53
"G4800655","1850","Texas","480","Cass (old)","0655","Cass (old)","49","670",4991,0,0,3089,0,1902
"G4800730","1850","Texas","480","Cherokee","0730","Cherokee","49","730",6673,0,0,5389,1,1283
"G4800850","1850","Texas","480","Collin","0850","Collin","49","850",1950,0,0,1816,0,134
"G4800890","1850","Texas","480","Colorado","0890","Colorado","49","890",2257,0,0,1534,0,723
"G4800910","1850","Texas","480","Comal","0910","Comal","49","910",1723,0,0,1662,0,61
"G4800970","1850","Texas","480","Cooke","0970","Cooke","49","970",220,0,0,219,0,1
"G4801130","1850","Texas","480","Dallas","1130","Dallas","49","1130",2743,0,0,2536,0,207
"G4801210","1850","Texas","480","Denton","1210","Denton","49","1210",641,0,0,631,0,10
"G4801230","1850","Texas","480","DeWitt","1230","De Witt","49","1230",1716,0,0,1148,0,568
"G4801390","1850","Texas","480","Ellis","1390","Ellis","49","1390",989,0,0,902,10,77
"G4801470","1850","Texas","480","Fannin","1470","Fannin","49","1470",3788,0,0,3260,0,528
"G4801490","1850","Texas","480","Fayette","1490","Fayette","49","1490",3756,0,0,2740,0,1016
"G4801570","1850","Texas","480","Fort Bend","1570","Fort Bend","49","1570",2533,0,0,974,5,1554
"G4801670","1850","Texas","480","Galveston","1670","Galveston","49","1670",4529,4177,0,3785,30,714
"G4801710","1850","Texas","480","Gillespie","1710","Gillespie","49","1710",1240,0,0,1235,0,5
"G4801750","1850","Texas","480","Goliad","1750","Goliad","49","1750",648,0,0,435,0,213
"G4801770","1850","Texas","480","Gonzales","1770","Gonzales","49","1770",1492,0,0,891,0,601
"G4801810","1850","Texas","480","Grayson","1810","Grayson","49","1810",2008,0,0,1822,0,186
"G4801850","1850","Texas","480","Grimes","1850","Grimes","49","1850",4008,0,0,2326,2,1680
"G4801870","1850","Texas","480","Guadalupe","1870","Guadalupe","49","1870",1511,0,0,1171,5,335
"G4802010","1850","Texas","480","Harris","2010","Harris","49","2010",4668,0,0,3756,7,905
"G4802030","1850","Texas","480","Harrison","2030","Harrison","49","2030",11822,0,0,5604,5,6213
"G4802090","1850","Texas","480","Hays","2090","Hays","49","2090",387,0,0,259,0,128
"G4802130","1850","Texas","480","Henderson","2130","Henderson","49","2130",1237,0,0,1155,1,81
"G4802230","1850","Texas","480","Hopkins","2230","Hopkins","49","2230",2623,0,0,2469,0,154
"G4802250","1850","Texas","480","Houston","2250","Houston","49","2250",2721,0,0,2036,12,673
"G4802310","1850","Texas","480","Hunt","2310","Hunt","49","2310",1520,0,0,1477,2,41
"G4802390","1850","Texas","480","Jackson","2390","Jackson","49","2390",996,0,0,627,30,339
"G4802410","1850","Texas","480","Jasper","2410","Jasper","49","2410",1767,0,0,1226,0,541
"G4802450","1850","Texas","480","Jefferson","2450","Jefferson","49","2450",1836,0,0,1504,63,269
"G4802570","1850","Texas","480","Kaufman","2570","Kaufman","49","2570",1047,0,0,982,0,65
"G4802770","1850","Texas","480","Lamar","2770","Lamar","49","2770",3978,0,0,2893,0,1085
"G4802850","1850","Texas","480","Lavaca","2850","Lavaca","49","2850",1571,0,0,1139,0,432
"G4802890","1850","Texas","480","Leon","2890","Leon","49","2890",1946,0,0,1325,0,621
"G4802910","1850","Texas","480","Liberty","2910","Liberty","49","2910",2522,0,0,1623,7,892
"G4802930","1850","Texas","480","Limestone","2930","Limestone","49","2930",2608,0,0,1990,0,618
"G4803210","1850","Texas","480","Matagorda","3210","Matagorda","49","3210",2124,0,0,913,3,1208
"G4803250","1850","Texas","480","Medina","3250","Medina","49","3250",909,0,0,881,0,28
"G4803310","1850","Texas","480","Milam","3310","Milam","49","3310",2907,0,0,2469,2,436
"G4803390","1850","Texas","480","Montgomery","3390","Montgomery","49","3390",2384,0,0,1439,0,945
"G4803470","1850","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",5193,0,0,3758,31,1404
"G4803490","1850","Texas","480","Navarro","3490","Navarro","49","3490",2190,0,0,1943,1,246
"G4803495","1850","Texas","480","Navarro-Ellis-Tarrant [multi-county reporting area]","3495","Navarro-Ellis-Tarrant (multi-county reporting area)","49","3495",,,,,,
"G4803510","1850","Texas","480","Newton","3510","Newton","49","3510",1689,0,0,1255,8,426
"G4803550","1850","Texas","480","Nueces","3550","Nueces","49","3550",698,0,0,650,1,47
"G4803650","1850","Texas","480","Panola","3650","Panola","49","3650",3871,0,0,2676,2,1193
"G4803730","1850","Texas","480","Polk","3730","Polk","49","3730",2348,0,0,1542,1,805
"G4803870","1850","Texas","480","Red River","3870","Red River","49","3870",3906,0,0,2493,7,1406
"G4803910","1850","Texas","480","Refugio","3910","Refugio","49","3910",288,0,0,269,0,19
"G4803950","1850","Texas","480","Robertson","3950","Robertson","49","3950",934,0,0,670,0,264
"G4804010","1850","Texas","480","Rusk","4010","Rusk","49","4010",8148,0,0,6012,0,2136
"G4804030","1850","Texas","480","Sabine","4030","Sabine","49","4030",2498,0,0,1556,0,942
"G4804050","1850","Texas","480","San Augustine","4050","San Augustine","49","4050",3648,0,0,2087,0,1561
